Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
0,1,-0.6119166323502879,0.8102200324595066,0.0,-0.8205524467753036,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.7153043494803103,0.8102200324595066,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.2801113868926384,-0.6025119615158758,0.0,-0.7875775669667633,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.4664504153870731,0.8102200324595066,0.0,1.4192967965159125,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.4664504153870731,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.761524969334327,0.0,1.0,0.0,0.0,0.0,1.0
0,1,2.0425253313109084,-0.6025119615158758,0.0,1.358842850200255,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-2.2294672039563297,2.9293180234225806,0.0,-0.14517805662260871,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-0.19716007552822604,-0.6025119615158758,0.0,-0.6308467419449267,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-1.2755271232655871,0.8102200324595066,0.0,0.2942818304613415,1.0,0.0,0.0,0.0,1.0,0.0
1,0,-2.105040236909711,0.8102200324595066,0.0,-0.35890412945574,0.0,0.0,1.0,0.0,0.0,1.0
1,0,2.084000986993115,-0.6025119615158758,0.0,0.12228485737999564,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-0.7778192550791128,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.7982556608447227,0.8102200324595066,0.0,0.35310901603977735,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-1.2755271232655871,-0.6025119615158758,0.0,-0.7910362654711258,0.0,0.0,1.0,0.0,0.0,1.0
1,0,2.084000986993115,-0.6025119615158758,0.0,-0.393100301109041,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-2.2294672039563297,2.9293180234225806,0.0,0.24807791739035287,0.0,1.0,0.0,0.0,0.0,1.0
1,1,0.02673527282213031,-0.6025119615158758,0.0,-0.539655322480331,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0.13464516992942355,0.8102200324595066,0.0,-0.29539695352818096,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,-0.8217737386200644,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0.4664504153870731,-0.6025119615158758,0.0,0.0954164367952591,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.3834991040226607,-0.6025119615158758,0.0,-0.539655322480331,0.0,0.0,1.0,0.0,1.0,0.0
1,0,-1.1925758119011747,-0.6025119615158758,0.0,-0.7824872225578006,0.0,1.0,0.0,0.0,0.0,1.0
1,1,-0.11420876416381363,-0.6025119615158758,0.0,0.5595073378043441,0.0,0.0,1.0,1.0,0.0,0.0
0,0,-1.7732349914520615,2.9293180234225806,0.0,-0.14517805662260871,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.7153043494803103,0.8102200324595066,0.0,0.35860482934120075,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.8217737386200644,1.0,0.0,0.0,0.0,0.0,1.0
0,1,-0.8607705664435251,2.9293180234225806,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,-0.789814973626365,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.881206972209135,-0.6025119615158758,0.0,0.1794803970538311,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0.02673527282213031,0.8102200324595066,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,-0.7961266098800885,0.0,1.0,0.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,-0.661784506956406,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.11420876416381363,0.8102200324595066,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
0,1,1.0471095949379599,0.8102200324595066,0.0,1.3655599553464393,0.0,0.0,1.0,1.0,0.0,0.0
1,1,0.02673527282213031,-0.6025119615158758,0.0,-0.8215685615901446,1.0,0.0,0.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-0.9437218778079376,2.222952026434889,0.0,-0.29539695352818096,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-1.2755271232655871,0.8102200324595066,0.0,-0.6255512205060441,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.881206972209135,0.8102200324595066,0.0,-0.7118574725915968,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-0.19716007552822604,0.8102200324595066,0.0,-0.14884193215689093,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,1.0,0.0,0.0,0.0,0.0,1.0
1,0,-2.1879915482741232,0.8102200324595066,0.0,0.8564864331111263,1.0,0.0,0.0,0.0,1.0,0.0
1,0,-0.8607705664435251,-0.6025119615158758,0.0,-0.789814973626365,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,0.8102200324595066,0.0,-0.417526138004256,0.0,1.0,0.0,0.0,0.0,1.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,-0.7961266098800885,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0.02673527282213031,2.222952026434889,0.0,-0.1156618753184308,1.0,0.0,0.0,0.0,0.0,1.0
0,0,-0.9437218778079376,0.8102200324595066,0.0,-0.30516728828626694,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-1.8561863028164738,2.9293180234225806,0.0,0.7640737218017698,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,-0.793684026190567,0.0,0.0,1.0,0.0,0.0,1.0
1,0,1.6277687744888465,0.8102200324595066,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
1,0,-0.031257452799401245,0.8102200324595066,0.0,0.0954164367952591,0.0,0.0,1.0,0.0,1.0,0.0
0,1,2.084000986993115,-0.6025119615158758,0.0,1.8530605784358982,1.0,0.0,0.0,1.0,0.0,0.0
1,1,0.02673527282213031,-0.6025119615158758,0.0,0.5595073378043441,0.0,0.0,1.0,1.0,0.0,0.0
1,0,-0.6948679437147004,-0.6025119615158758,0.0,-0.661784506956406,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.07273310848160744,-0.6025119615158758,0.0,-0.8215685615901446,1.0,0.0,0.0,0.0,0.0,1.0
1,0,-2.0220889255452987,0.8102200324595066,0.0,0.18090686592851163,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-1.5243810573588243,2.9293180234225806,0.0,1.1164164190152461,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6119166323502879,-0.6025119615158758,0.0,-0.8215685615901446,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0.7153043494803103,-0.6025119615158758,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1.295963529031197,0.8102200324595066,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-2.105040236909711,2.9293180234225806,0.0,0.18823461699707605,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,0.1794803970538311,1.0,0.0,0.0,1.0,0.0,0.0
1,1,0.02673527282213031,0.8102200324595066,0.0,-0.42994423348178334,1.0,0.0,0.0,0.0,0.0,1.0
1,0,-0.031257452799401245,-0.6025119615158758,0.0,-0.661784506956406,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.8607705664435251,-0.6025119615158758,0.0,-0.776180471471456,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-1.02667318917235,2.9293180234225806,0.0,-0.7875775669667633,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.2801113868926384,2.222952026434889,0.0,-0.7515494575463212,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.21759648129383594,-0.6025119615158758,0.0,-0.661784506956406,0.0,0.0,1.0,0.0,1.0,0.0
0,0,-1.1096245005367624,2.9293180234225806,0.0,1.1164164190152461,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,2.0316232164746784,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.2801113868926384,0.8102200324595066,0.0,-0.46861521845428766,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0.21759648129383594,-0.6025119615158758,0.0,1.5851873103734548,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.3630626982570508,-0.6025119615158758,0.0,-0.8010117772591314,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
1,1,-2.2294672039563297,-0.6025119615158758,0.0,0.24197145816654914,0.0,0.0,1.0,0.0,1.0,0.0
1,0,0.051693858565011144,-0.6025119615158758,0.0,-0.5653024512203068,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6119166323502879,-0.6025119615158758,0.0,-0.735062017642051,0.0,0.0,1.0,0.0,0.0,1.0
1,1,-0.031257452799401245,-0.6025119615158758,0.0,-0.710636180746836,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,-0.7942946721129476,0.0,1.0,0.0,0.0,0.0,1.0
0,1,-0.11420876416381363,-0.6025119615158758,0.0,1.1261867537733323,0.0,0.0,1.0,1.0,0.0,0.0
1,0,-1.02667318917235,-0.6025119615158758,0.0,-0.661784506956406,0.0,0.0,1.0,0.0,1.0,0.0
1,0,0.3005477926582483,2.9293180234225806,0.0,-0.4004280521776055,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-1.1096245005367624,0.8102200324595066,0.0,0.5045492047901105,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-0.5289653209858756,2.9293180234225806,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-0.4460140096214632,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.031257452799401245,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.7778192550791128,-0.6025119615158758,0.0,-0.7910362654711258,0.0,0.0,1.0,0.0,0.0,1.0
0,1,1.3789148403956093,0.8102200324595066,0.0,1.8137740623736347,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-0.2801113868926384,0.8102200324595066,0.0,-0.16960389351782373,0.0,0.0,1.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,-0.8205524467753036,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,0.5181885921123986,1.0,0.0,0.0,1.0,0.0,0.0
1,1,-0.5289653209858756,-0.6025119615158758,0.0,1.9204319217602805,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0.3834991040226607,-0.6025119615158758,0.0,-0.051138584576030925,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0.3834991040226607,0.8102200324595066,0.0,0.0954164367952591,0.0,0.0,1.0,0.0,1.0,0.0
0,0,-0.11420876416381363,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.3005477926582483,-0.6025119615158758,0.0,-0.7519549264387818,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.6323530381158979,2.222952026434889,0.0,-0.7875775669667633,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.11420876416381363,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-0.6948679437147004,-0.6025119615158758,0.0,-0.8010117772591314,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7949053180353277,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.7153043494803103,-0.6025119615158758,0.0,-0.7890040358414437,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.02673527282213031,0.8102200324595066,0.0,0.005040840282963516,0.0,1.0,0.0,0.0,0.0,1.0
0,1,1.4618661517600218,-0.6025119615158758,0.0,1.3655599553464393,0.0,0.0,1.0,1.0,0.0,0.0
0,0,-1.234051467583381,0.8102200324595066,0.0,-0.46861521845428766,1.0,0.0,0.0,0.0,0.0,1.0
0,1,-0.6119166323502879,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-0.7778192550791128,0.8102200324595066,0.0,-0.6947593867649463,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-1.02667318917235,-0.6025119615158758,0.0,-0.46841492659174694,1.0,0.0,0.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,-0.7875775669667633,0.0,0.0,1.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,-0.7961266098800885,0.0,1.0,0.0,0.0,0.0,1.0
0,1,-0.031257452799401245,0.8102200324595066,0.0,-0.14884193215689093,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.4460140096214632,-0.6025119615158758,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
0,0,-2.2294672039563297,2.9293180234225806,0.0,0.35310901603977735,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6948679437147004,2.222952026434889,0.0,2.0316232164746784,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.25907213697604214,0.8102200324595066,0.0,0.2942818304613415,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0.25907213697604214,-0.6025119615158758,0.0,-0.539655322480331,0.0,0.0,1.0,0.0,1.0,0.0
0,1,2.0425253313109084,-0.6025119615158758,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
1,1,-1.4414297459944119,0.8102200324595066,0.0,-0.6255512205060441,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7961266098800885,0.0,1.0,0.0,0.0,0.0,1.0
1,1,-0.4460140096214632,-0.6025119615158758,0.0,-0.8258430830468071,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.02673527282213031,0.8102200324595066,0.0,-0.08248670364734986,1.0,0.0,0.0,0.0,0.0,1.0
0,1,1.295963529031197,-0.6025119615158758,0.0,-0.8339866570676719,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.3005477926582483,-0.6025119615158758,0.0,-0.7890040358414437,1.0,0.0,0.0,0.0,0.0,1.0
0,1,-0.7778192550791128,-0.6025119615158758,0.0,-0.8303227815333896,0.0,0.0,1.0,0.0,0.0,1.0
0,0,1.4618661517600218,0.8102200324595066,0.0,-0.466377811794686,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-0.031257452799401245,0.8102200324595066,0.0,0.0954164367952591,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.3630626982570508,-0.6025119615158758,0.0,-0.539655322480331,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.5289653209858756,-0.6025119615158758,0.0,-0.4397145682398693,1.0,0.0,0.0,0.0,1.0,0.0
1,0,-0.8607705664435251,-0.6025119615158758,0.0,0.10925611598008794,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.6323530381158979,0.8102200324595066,0.0,1.4192967965159125,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-1.1096245005367624,-0.6025119615158758,0.0,-0.7244758599316649,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.4460140096214632,-0.6025119615158758,0.0,2.0316232164746784,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.02673527282213031,-0.6025119615158758,0.0,-0.42994423348178334,1.0,0.0,0.0,0.0,0.0,1.0
1,0,-0.6119166323502879,-0.6025119615158758,0.0,-0.7961266098800885,0.0,0.0,1.0,0.0,0.0,1.0
1,0,-0.4460140096214632,0.8102200324595066,0.0,-0.4004280521776055,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.8607705664435251,-0.6025119615158758,0.0,-0.8449782836705185,0.0,1.0,0.0,0.0,0.0,1.0
0,1,-0.9437218778079376,-0.6025119615158758,0.0,-0.612932833165976,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.8607705664435251,0.8102200324595066,0.0,0.6205719300423816,0.0,0.0,1.0,0.0,1.0,0.0
1,1,-0.19716007552822604,-0.6025119615158758,0.0,-0.7938892032204868,0.0,0.0,1.0,0.0,0.0,1.0
0,0,-1.690283680087649,2.222952026434889,0.0,0.5045492047901105,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.5908773824336917,-0.6025119615158758,0.0,0.0954164367952591,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1.0471095949379599,-0.6025119615158758,0.0,-0.539655322480331,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1.7936713972176714,-0.6025119615158758,0.0,-0.5628598675307852,0.0,0.0,1.0,0.0,1.0,0.0
1,0,-0.6119166323502879,0.8102200324595066,0.0,2.0316232164746784,0.0,0.0,1.0,1.0,0.0,0.0
0,1,2.084000986993115,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.9226826278913413,-0.6025119615158758,0.0,-0.466377811794686,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.8174992171634017,0.0,0.0,1.0,0.0,0.0,1.0
0,1,1.7936713972176714,-0.6025119615158758,0.0,1.8237495741616405,1.0,0.0,0.0,1.0,0.0,0.0
1,0,-1.1096245005367624,-0.6025119615158758,0.0,-0.7969424328323887,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0.051693858565011144,-0.6025119615158758,0.0,-0.7814711077429595,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,-0.7515494575463212,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,2.9293180234225806,0.0,2.0316232164746784,0.0,0.0,1.0,0.0,0.0,1.0
0,1,1.2130122176667846,-0.6025119615158758,0.0,-0.3882151337299979,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.881206972209135,-0.6025119615158758,0.0,-0.4053132195566485,0.0,0.0,1.0,0.0,1.0,0.0
0,1,-0.2801113868926384,-0.6025119615158758,0.0,-0.7949053180353277,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-1.02667318917235,-0.6025119615158758,0.0,-0.7515494575463212,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-2.2294672039563297,2.9293180234225806,0.0,0.7640737218017698,0.0,0.0,1.0,0.0,0.0,1.0
1,1,-1.690283680087649,-0.6025119615158758,0.0,-0.17204647720734526,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.02673527282213031,-0.6025119615158758,0.0,1.5121149767177293,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1.295963529031197,0.8102200324595066,0.0,0.18823461699707605,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,-0.6025119615158758,0.0,0.09175256126097689,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-0.11420876416381363,-0.6025119615158758,0.0,1.5851873103734548,0.0,0.0,1.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,0.4618039902234842,0.0,0.0,1.0,1.0,0.0,0.0
0,1,-2.105040236909711,2.9293180234225806,0.0,0.24807791739035287,0.0,1.0,0.0,0.0,0.0,1.0
1,0,-2.2294672039563297,0.8102200324595066,0.0,-0.6308467419449267,0.0,0.0,1.0,0.0,0.0,1.0
0,1,-0.6948679437147004,-0.6025119615158758,0.0,-0.7875775669667633,0.0,0.0,1.0,0.0,0.0,1.0
0,1,2.084000986993115,-0.6025119615158758,0.0,0.32481412658036024,1.0,0.0,0.0,1.0,0.0,0.0
0,1,-0.9437218778079376,0.8102200324595066,0.0,-0.7910362654711258,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.02673527282213031,2.9293180234225806,0.0,0.06936383916282275,0.0,0.0,1.0,0.0,0.0,1.0
